0 1 2
1942 1410 840
1374 1942 840
266 1943 1483
1436 1943 266
1944 1450 731
1411 1944 731
65 96 1945
1945 96 97
1946 1203 608
1172 1946 608
1947 1279 538
1947 538 1255
1948 1164 601
1168 1948 601
661 1949 1207
1213 1949 661
917 963 1950
963 1536 1950
1951 1489 868
1600 1951 868
1952 1232 667
1205 1952 667
1953 1163 550
1953 550 1167
1954 1183 781
1954 781 1202
1955 1165 600
1955 600 1168
1956 1194 1098
1956 1098 1440
833 1957 1245
1300 1957 833
1958 1281 777
1269 1958 777
1959 1521 787
1390 1959 787
843 1960 1723
1688 1960 843
1961 1177 552
1179 1961 552
319 1962 1426
1387 1962 319
431 1963 1295
1264 1963 431
499 559 1964
1964 559 560
1965 1196 836
1190 1965 836
459 519 1966
1966 519 520
1967 1403 364
1967 364 1371
373 1968 1360
1332 1968 373
1969 1244 778
1239 1969 778
1970 1490 841
1432 1970 841
1971 123 124
1971 124 1764
1972 1325 776
1306 1972 776
57 86 1973
1973 86 87
701 759 1974
1974 759 760
1975 1411 672
1303 1975 672
430 1976 1264
1242 1976 430
778 1977 1219
1244 1977 778
885 1978 1266
1326 1978 885
1979 1230 660
1162 1979 660
1980 1303 612
1177 1980 612
1981 1312 480
1981 480 1291
1982 1188 597
1184 1982 597
1983 1172 548
1192 1983 548
1984 357 358
1984 358 304
320 1985 1485
1426 1985 320
1986 1192 548
1986 548 1175
1987 1191 607
1987 607 1172
721 1988 1221
1239 1988 721
1989 303 304
1989 304 253
1990 1257 659
1166 1990 659
1991 1213 661
1164 1991 661
1992 1210 666
1992 666 1205
1993 1234 540
1993 540 1227
935 1994 1152
1323 1994 935
1995 1520 516
1995 516 1512
1996 1164 661
1996 661 1174
1997 1370 775
1348 1997 775
1998 1152 936
1998 936 1215
1999 1269 720
1213 1999 720
